name,site_url_2,icon_url_3,platform_names,google_play_url,app_store_url,screen_urls,Description,category_names,price,language_names,icon_url_2,facebook_username_2,twitter_username_2,site_url_1,icon_url_1,facebook_username_1,twitter_username_1
Bubble Galaxy With Buddies,https://itunes.apple.com/us/app/bubble-galaxy-with-buddies/id550308187?mt=8,,iOS,,," ,  ,  ,  ,  ,  , http://a939.phobos.apple.com/us/r1000/116/Purple/v4/ec/f1/4e/ecf14eaa-7165-5d22-e52f-3ed24f5a7d93/mzl.ljmarytp.320x480-75.jpg, http://a1555.phobos.apple.com/us/r1000/114/Purple/v4/f3/78/97/f37897bc-0938-5133-3b39-3268d19b99fb/mzl.xmissyjb.320x480-75.jpg, http://a1208.phobos.apple.com/us/r1000/110/Purple/v4/c6/68/82/c6688290-32ab-010f-6195-58ee49f00607/mzl.shbhqwdb.320x480-75.jpg, http://a373.phobos.apple.com/us/r1000/111/Purple/v4/d3/19/9f/d3199f17-42ca-8f43-5fc1-2f69971d205b/mzl.yohwjaay.320x480-75.jpg, http://a1467.phobos.apple.com/us/r1000/118/Purple/v4/cd/4a/bb/cd4abbc3-6435-3fdb-2474-a6ff788f1562/mzl.pesszosc.320x480-75.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","If you're in the market for a simple mobile game that you can play with friends, you might as well grab one that donates the price of a gallon of water to charity: water for each game you play with a unique friend. ","Social Enterprise, Health",0.0,English,,,,http://www.scopely.com/,http://a5.mzstatic.com/us/r1000/103/Purple/v4/da/90/ae/da90aeb8-331e-2c54-432b-43c376b291e2/mzl.hvbzeulu.175x175-75.jpg,bubblegalaxy,BubbleGalaxy
Bubbly,https://play.google.com/store/apps/details?id=com.bubblemotion,,"Android, Web",,," ,  ,  ,  ,  , https://lh6.ggpht.com/IZ5rOMh2VDN1IvswXSWiZpugUkiieCLREUh6ng9rv4P0k8OrYENyir-IlXdzEUlqTXE=w124,  ,  ,  ,  ,  , https://lh5.ggpht.com/8m6chXktiTNaAJN5G7XtZKTacGwsSj1yiQjQgMMfe0MWD7lIyf5Mvb-ZNpL_k_Yqlg=h230,  https://lh5.ggpht.com/ETJD-gb1kWMYGfJ5wcdEwG4bzAeozS1HABGRjXOpPfgE9j7lApqxDsT9RmjvgMH4IoA=h230,  https://lh4.ggpht.com/ekZEdpQzfUWpSLkswKT4U1-DO2dk90aP2WNsJ7SpEToLdkQOfffGro9iEIHjqyY0SKk=h230,  https://lh5.ggpht.com/ZuTvOlqsgPnd2Gi7i9EdE0H10IT0ZPaHfvbe8vjzNajocJcfdzQWS4CfiDWzwxJqlw=h230,  https://lh3.ggpht.com/NdOmwjmJSOidYdLtcnXDocxEfc_CRUUb-zKlSGOfhnrVsiu-k03Hmsf16zZiKxq89Q=h230,  https://lh3.ggpht.com/721tkmCFwnNj2mktK10qu_ZZp8n0t5xOraHkQKXBvJxdykd4fmf_r4ctZYo98Kh-A3k=h230,  ,  ,  ,  ","Bubbly, made available by operators in several Asian countries, is a Voice SMS service that adds twitter-like 'follow' functionality so that users can broadcast messages to group.",Activism,0.0,English,,,bubblyapp,http://bubbly.net/,https://lh6.ggpht.com/IZ5rOMh2VDN1IvswXSWiZpugUkiieCLREUh6ng9rv4P0k8OrYENyir-IlXdzEUlqTXE=w124,bubblyapp,
Budget Tracking Tool,http://opengovernance.info/BTKenya/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ",The Budget Tracking Tool helps the Kenyan public monitor and track money allocated for development in the national budget.,Governance,,,,,, , , ,BTKenya
Bungeni-Parliamentary and Legislative Information System,http://www.bungeni.org,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/dNNXQsY.png,  ","Bungeni aims at making Parliaments more open and accessible to citizens. Bungeni is the Kiswahili word for ""inside Parliament"".",Governance,,,,,N/A, , , ,
CabCorner,http://www.cabcorner.com,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/TvqUhMm.jpg,  ","CabCorner.com is a global, mobile web-based, cab-sharing platform that connects commuters headed in the same direction. We turn your city’s private taxi fleet into a luxurious, affordable, mass transit experience!","Environment, Activism",,,http://www.cabcorner.com/images/logo.gif,,CabCorner, , ,CabCorner,
California Common Sense,http://www.cacs.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/IS1ihmw.png,  ","California Common Sense features interactive data visualizations of the San Francisco city Comprehensive Annual Financial Report including expenditures, revenues, performance outcomes like response time to crimes, debt, and other detailed data. This portal makes it easy for the average citizen to quickly navigate and understand SF data",Governance,,,http://www.cacs.org/themes/classic/images/logo.jpg,,cacsdotorg, , ,California.Common.Sense,
Car Accident SideKick,https://play.google.com/store/apps/details?id=com.caraccidentsidekick&feature=search_result,https://lh4.ggpht.com/souLqYtYbhPjjjK-0uuuvAjR602bSWs0lS8g1bVEAUWjXsLcdgA-229wTVhjtpIKb90=w124,Android,https://play.google.com/store/apps/details?id=com.caraccidentsidekick&feature=search_result,,"https://lh3.ggpht.com/xQ78b4qClH-VTFoR7KzZOUq0QNrTlYVuDxli4VQtVIShn8bzTHAR9C4wKqpHwryWwD6i=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Car accidents are one of the leading causes of serious personal injuries in the world, yet there are few resources available to help victims immediately following a car crash. In addition to the physical trauma, car accidents are emotionally traumatic too. People panic, and with panic comes the inability to act responsibly to help those injured or to effectively document the details of the incident.",Health,0.0,English,,,N/A,http://www.americanlawyeracademy.com/, , ,
Carbon Track,http://www.carbontrackapp.com/,https://itunes.apple.com/us/app/carbontrack/id381714512?mt=8,iOS,,https://itunes.apple.com/us/app/carbontrack/id381714512?mt=8,"http://a1217.phobos.apple.com/us/r1000/010/Purple/bb/24/2e/mzl.rmbcquuc.320x480-75.jpg, http://a627.phobos.apple.com/us/r1000/047/Purple/01/5a/0f/mzl.cvrqauoc.320x480-75.jpg,  ,  ,  ,  , http://a1217.phobos.apple.com/us/r1000/010/Purple/bb/24/2e/mzl.rmbcquuc.320x480-75.jpg, http://a627.phobos.apple.com/us/r1000/047/Purple/01/5a/0f/mzl.cvrqauoc.320x480-75.jpg, http://a1077.phobos.apple.com/us/r1000/020/Purple/f5/9f/8b/mzl.jornsxft.320x480-75.jpg, http://a1367.phobos.apple.com/us/r1000/021/Purple/7b/fe/fb/mzl.qimcanym.320x480-75.jpg, http://a1406.phobos.apple.com/us/r1000/055/Purple/61/96/c3/mzl.jxaelwmo.320x480-75.jpg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Using your GPS movements as a guide, this app will give you a strikingly accurate picture of your carbon footprint. As you take actions to reduce it, the app will show your progress. sustainablog (http://s.tt/1xVaK)",Environment,0.0,English,,,NA, , , ,
Carbon3R-Sustainable Lifestyle,https://play.google.com/store/apps/details?id=com.prudentid.carbon&feature=search_result,,Android,,," ,  ,  ,  ,  , https://lh5.ggpht.com/x3GfMgpZ4a6LCXa9j2KxUqPetiBQTv_sDjzVp6rExXNPUqOuz3KskRRkhBBSWNZBOYai=w124,  ,  ,  ,  ,  , https://lh4.ggpht.com/Yr996aWhP1tGcOgto3ch-9YmiSLuOvqyqKBSfnYnDXyXxDJhGdDNyALaEJLWaPq2Fg=h230,  https://lh5.ggpht.com/KXwfbVqWqhz0v4vLw6Jf2tXgvgHzO2zOhUZFfh-i65WqRFXXSnrFd1MPgnEcFFYXiQ=h230,  https://lh4.ggpht.com/D5PW0efODU9nvDkzEbvU0YNOegJOvgWIPiwb6ZYFvUpqujTS7L776tl3l5_M35HPRGU=h230,  ,  https://lh4.ggpht.com/tGg9RJMMRH6se7Tr1Ljskdk12DAT1g7FhirUsh_HD67U7UF5loflYkjuCqKN_owJCWE=h230,  ,  ,  ,  ,  ","‘Carbon 3R’ is all about simple practices and principles to further sustainability awareness and initiatives at home, work and community. Adapting to a greener lifestyle is worth it for all kinds of reasons and it’s the day-to-day actions, and the habits we cultivate, that matter most.",Environment,0.0,English,,,, ,https://lh5.ggpht.com/x3GfMgpZ4a6LCXa9j2KxUqPetiBQTv_sDjzVp6rExXNPUqOuz3KskRRkhBBSWNZBOYai=w124, ,
Cat Adoption Team,http://catadoptionteam.org/,,Android,https://play.google.com/store/apps/details?id=org.catadoptionteam.catdroid&feature=search_result,," ,  ,  ,  ,  , https://lh5.ggpht.com/rRKRfKlubN_s59kxtXsXZtR2V-lu2ulWtEPeNRJVFyjvifTKiGqzmqKbVCUfEwQy8Q=w124,  ,  ,  ,  ,  , https://lh4.ggpht.com/wCWV2CXlRjc6OGS1WFtFt4LmNbshyih4RmDyXFGnIKTfZHFZ8cb-hz-RbU0IqBVF-MQ-=h230,  https://lh6.ggpht.com/KQZbMiJwPtW3ggAr4NBG_VbULoPIqqXeI26ODf5gOetj1TnPMWwi_Z8lTbLRJqyNWeg=h230,  https://lh5.ggpht.com/x_xiX_loaXeWjib0cNwD2posO8xrGOwxsfrCqgT4r3okPATQVjHtcZEnS9j4emlTZQ=h230,  ,  https://lh4.ggpht.com/ik29HAwIQZ27h2HuJVSyFv5M7uZnRYwZWtX5QdkeLMQSAwi62pdeUU_Qrwk91_a1X4M=h230,  ,  ,  ,  ,  ","Helping Cats Land on Their Feet. Find your purr-fect feline match through the Cat Adoption Team (the largest nonprofit cat-only animal shelter in the Pacific Northwest). Check out our cat of day, fill out the Meet Your Match adoption survey and receive notifications when cats matching you show up at the shelter. You can even play our Match Nine Lives memory game and learn more about the cats for adoption. Right from the palm of your hand, watch videos and surf our website or quickly email/call CAT with your feline questions.",Activism,0.0,English,,,,http://catadoptionteam.org/catapp,https://lh5.ggpht.com/rRKRfKlubN_s59kxtXsXZtR2V-lu2ulWtEPeNRJVFyjvifTKiGqzmqKbVCUfEwQy8Q=w124,CatAdoptionTeam,CatAdopt
Catalista,http://www.catalista.net/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/G1qb6rv.png","Finding local charities can be difficult; Catalista uses a mobile application to help users find local nonprofits and charities in their neighborhoods. Catalista helps users find timely and local volunteer opportunities, rate them, and share their good deed with the world.",Activism,,,http://www.catalista.net/Images/logo-tag.gif,,Catalista_, , ,pages/Catalista/116496791037,
CatholicVote Mobile,https://play.google.com/store/apps/details?id=com.littleiapps.catholicvote&feature=search_result,,Android,https://play.google.com/store/apps/details?id=com.littleiapps.catholicvote&feature=search_result,," ,  ,  ,  ,  , https://lh6.ggpht.com/CLjwZuW9RuCqp80CU3ewBWk_WnxSppo3DjRgoBdfFjcK4fYXky4xqvOv_vpCkYR1TwQ=w124,  ,  ,  ,  ,  , https://lh3.ggpht.com/XcEKIZY8TNqWlVZSkGK5dS3-AZfF31QT1ep_FUk0LuPoca559Gi3-VbL_i5BwGuuwCU=h230,  https://lh4.ggpht.com/Bv18fKTKMylBpQgdSEUIuoFI32TUdq4qL3F4uU2sDCxShw-MIcc6JqYJ3GppIIMqm1U=h230,  https://lh5.ggpht.com/AgaAoFrz2-4I4vaTjGmB7ipNEFllXaIeQEy5a6lsM6c8ZlP4Rm6nEuLJaB_4cuyL6_8=h230,  ,  https://lh3.ggpht.com/SXwZaC-5Ym27uR9aQBwzPeRokaiTqINxhYg2dSRzCxas2Qp8x_AYNrdArSKjxAKdgvE=h230,  https://lh5.ggpht.com/xHhkuNMYqwaHYSFQH_8SGNQWYmDDz6_JcnMyhf1YcrBCVlkBdraEaX2qcZT1i9tE_S74=h230,  ,  ,  ,  ",The CatholicVote App gives you a new way to let your voice be heard in politics. Receive CatholicVote Action Alerts instantly on your smartphone. Contact your Representatives in Washington directly through your mobile device. Don't know who your Representatives are? No problem. There's a look-up feature right in the CatholicVote App.,Governance,0.0,English,,CatholicVote,, ,https://lh6.ggpht.com/CLjwZuW9RuCqp80CU3ewBWk_WnxSppo3DjRgoBdfFjcK4fYXky4xqvOv_vpCkYR1TwQ=w124, ,catholicvote
Cause.it,http://cause.it/causeit-application.html,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/CmFhGEB.png","Cause.it helps nonprofits build volunteer, fundraising, membership, and sales capacity by creating digital tools designed to reach and communicate with more people who will support your mission.  The Cause.it App™to help you reward volunteers, create additional value for your sponsors, and acquire new prospects not in your database.",Activism,,,http://cause.it/i/causeit.png,,Causeitnow, , ,causeitnow,
CellBazaar,http://cellbazaar.com/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://imgur.com/V1aa1mx.jpg","At the bottom of the pyramid, where markets are systemically crippled by inefficiencies and entrenched interests, technologies are only beginning to be deployed in this way. An early example, originally developed at MIT, was the mobile marketplace CellBazaar, which peaked at 4 million users in Bagladesh before being purchased by the Norwegian telecom Telenor in 2010. A text and voice powered mobile service, it replicated many of the features of Craigslist to connect buyers and suppliers across the country.",Social Enterprise,,,,pages/CellBazaarcom/376484719082252,, ,http://upload.wikimedia.org/wikipedia/en/6/6c/CellBazaar_logo.gif, ,cellbazaar
CGNet Swara,http://swara.no-ip.org,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","CGnet Swara created a citizen journalism channels that allows citizen journalists and interested parties to call a phone number to record or listen to news content. The project trained 29 individuals in Chhattisgarh in the basics of citizen journalism, and instructed them how to record news on the audio system. The news that these and other individuals record onto the citizen journalism platform is then edited, and made available for callers to listen to.",Education,,,,,, ,http://www.sruti.org.in/sites/default/files/CGNet%20Swara.jpg,CGNetSwara,CGnet_Swara
Chai,http://signup.mychai.co/?r=http://www.caltech.edu/content/how-grow-entrepreneur,,iOS,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Chai, a start-up marketing a mobile app that people can use to track and reduce their energy use at home.",Environment,0.0,English,,,LaunchRock, , ,pages/Chai/55869878442,
Challenge.gov,http://challenge.gov/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/vGRS2vv.jpg","Challenge.gov is an online challenge platform administered by the U.S. General Services Administration (GSA) in partnership with ChallengePost that empowers the U.S. Government and the public to bring the best ideas and top talent to bear on our nation’s most pressing challenges. A challenge is exactly what the name suggests: it is a challenge by one party (a “seeker”) to a third party or parties (a “solver”) to identify a solution to a particular problem or reward contestants for accomplishing a particular goal. Prizes (monetary or non–monetary) often accompany challenges and contests.Challenges can range from fairly simple (idea suggestions, creation of logos, videos, digital games and mobile applications) to proofs of concept, designs, or finished products that solve the grand challenges of the 21st century.On Challenge.gov, the government and the public work together to find submissions. Government agencies post challenges on this site and the public can post submissions to these challenges.Once a challenge is created, other people can join the challenge to propose a submission, discuss the challenge, and show support. Incentives, which are payable only if a challenge is solved, encourage others to solve a problem and earn their rewards. ",Activism,,,http://challengepost2.assetspost.com/assets/groups/challengegov/logo.png,,, , ,ChallengeGov,challengegov
Change By Us,http://changeby.us/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/7uEJgNs.jpg,  ","Change by Us is an online marketplace for community projects that allows you to share ideas for making the city better, and to turn those ideas into projects that have real impact. From tools to network and manage events to helping you connect with local resources, Change by Us supports a number of ways to get involved. Join or create projects, build teams, and find resources to complete a project.",Activism,,,http://changeby.us/static/images/logo-note.png,ChangeByUsPhx,, , , ,ChangebyUs
Charity Miles,http://www.charitymiles.org/,https://lh3.ggpht.com/SMPzCwklwkqtnt_yg8fcdbvC8CwBoL5n1LgC1oFGWiSgCQC9QxuQUbg5T2m3Avs8AMQ=w124,"iOS, Desktop, Android",https://play.google.com/store/apps/details?id=com.charitymiles.android,https://itunes.apple.com/us/app/charity-miles/id505253234?mt=8,"https://lh4.ggpht.com/t0Q2-3iLjSAlkTfr7di08zuQxdwl2rY2HhqLtCwpW_VJSwP5P5saige6eblUjaAyJp4=h230, https://lh4.ggpht.com/UyfNdfVOzOxhX6GtNgylIb0BvyjyEJM1geLUkGFwZPtVgR_WK1j8n5OloGwZhwbgAEPU=h230,  ,  , https://lh6.ggpht.com/V5DHyBNLPmLjuAhdu-wWFwRxPCXm90IAGxSFxZrqdg72WQLRrZI-7QxyKNWFr1p0QA=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","CharityMiles helps you donate to charity by sharing personal walking, running or biking data. Just choose a charity and press start. As you walk, run or bike, the app tracks your distance and you earn money for your charity. Bikers earn 10¢ per mile; walkers and runners earn 25¢ per mile, all up to our initial $1,000,000 sponsorship pool.","Activism, Health",0.0,English,,,CharityMiles, , ,CharityMiles,
Cheers,http://www.chee.rs/,,iOS,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","A fun social way to express love and appreciation for anyone, anything, anywhere.",Health,0.0,English,,,, ,http://www.chee.rs/assets/resources/cheers_logo_h.svg,CheersApp,cheers
Chicago ClearStreets,http://derekeder.com/clearstreets/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/67ivvC9.png,  ","The City of Chicago launched Plow Tracker, an app that tracks the city's snow plows in real time. This app uses the same data. By knowing where the plows are, we've figured which streets have been plowed.",Relief,,,http://clearstreets.org/images/Chicago%20ClearStreets.png,,, , , ,
Chicago Public School Tiers,http://cpstiers.opencityapps.org/,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/K4d5cws.png,  ","In Chicago, a student's chance of getting into the city's top, selective schools depends on where he or she lives. Chicago Public Schools (CPS) places every part of the city into one of four socio-economic ""tiers."" On average, people from Tier 1 areas make less money and have less education, and people from Tier 4 areas make more money and have more education. CPS requires selective schools to reserve the same number of spots for the students from each tier. More »  This tool helps you find what CPS tier you are in.",Education,,,http://opencityapps.org/images/logo.png,,NA, , , ,
Choose Cruelty Free,http://www.google.com/url?q=http://www.choosecrueltyfree.org.au/&sa=D&usg=AFQjCNG20aIm0YZLDZS9qxFh-1S7JZJexA,https://lh3.ggpht.com/ifTQ500CDoC8K6kyyVRRAhr_kzlNbIULrwWSH3SSNGWoJU9Nr1VtU0hh9ZxpdlRIUqk=w124,Android,https://play.google.com/store/apps/details?id=com.outware.ccfree&referrer=utm_source%3Dappbrain%26utm_medium%3Dappbrain_web%26utm_campaign%3Dappbrain_web,,"https://lh3.ggpht.com/72yhoXzolzojykI6kVfv6_Nda5gbvABrcGYXeYFlEiAEI66Dhwc9slUkQ96ekEJtQ44=h230, https://lh6.ggpht.com/loevRQRKJQTsVF6qa8jf4pXNR3q0RdUGfBCvYE5l1W8_n6FjGgxYUNDfPAEV_fWWtN0=h230, https://lh6.ggpht.com/UgEEwiW106JjKuwmOw2ge6TlUKg6xyaHgIyIjsJQNwccYHSK4YM4SEVqfuQdMFhoQOTn=h230,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ","Access the latest CCF List of cruelty-free accredited cosmetic and household products from your Android Phone. Use this list to find products such as make up, skin care, deodorants, household cleaners, car care etc that haven't been tested on animals. You'll also find a list of vegan products.
Choose Cruelty Free is based in Australia however some of the companies on our list retail  worldwide.",Activism,0.0,English,,,,http://www.choosecrueltyfree.org.au/, , ,choosecf
Cidade Democrática,http://www.cidadedemocratica.org.br,,Web,,," ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , http://i.imgur.com/RgeDGl1.png,  ",Cidade Democrática is a software platform that enables Brazilians to document and discuss municipal problems and solutions.,"Governance, Activism",,,,,, ,http://a0.twimg.com/profile_images/894020563/logo_cidade_demo_facebook01_normal.jpg, ,cidademocratica
